province,sex,age_group,education,religion,household_size,marital,feeling_lifes,weight,weight_bs
British Columbia,2,"(38,43]",Bachelor's degree,Somewhat important,5,Living with a partner,Very satisfied,1629,1620
British Columbia,2,"(38,43]",Bachelor's degree,Somewhat important,5,Married,Very satisfied,5601,11602
British Columbia,2,"(38,43]",Bachelor's degree,Very important,1,Never Married,Fairly satisfied,2826,1211
British Columbia,2,"(38,43]",Bachelor's degree,Very important,1,Never Married,Very satisfied,1588,0
British Columbia,2,"(38,43]",Bachelor's degree,Very important,2,Living with a partner,Very satisfied,2314,5142
British Columbia,2,"(38,43]",Bachelor's degree,Very important,3,Married,Fairly satisfied,788,850
British Columbia,2,"(38,43]",Bachelor's degree,Very important,3,Married,Very satisfied,4043,3522
British Columbia,2,"(38,43]",Bachelor's degree,Very important,4,Married,Fairly satisfied,1547,1866
British Columbia,2,"(38,43]",Bachelor's degree,Very important,4,Married,Not very satisfied,1695,0
British Columbia,2,"(38,43]",Bachelor's degree,Very important,4,Married,Very satisfied,5254,0
British Columbia,2,"(38,43]",Bachelor's degree,Very important,5,Married,Very satisfied,6912,9010
British Columbia,2,"(38,43]",High school diploma or certificate,Not important at all,3,Living with a partner,Fairly satisfied,2827,0
British Columbia,2,"(38,43]",High school diploma or certificate,Not important at all,3,Married,Fairly satisfied,1409,1624
British Columbia,2,"(38,43]",High school diploma or certificate,Not very important,2,Divorced,Very satisfied,1180,0
British Columbia,2,"(38,43]",High school diploma or certificate,Not very important,4,Married,Very satisfied,2128,0
British Columbia,2,"(38,43]",High school diploma or certificate,Somewhat important,1,Never Married,Not at all satisfied,415,917
British Columbia,2,"(38,43]",High school diploma or certificate,Somewhat important,1,Never Married,Very satisfied,911,2220
British Columbia,2,"(38,43]",High school diploma or certificate,Somewhat important,2,Never Married,Fairly satisfied,869,0
British Columbia,2,"(38,43]",High school diploma or certificate,Somewhat important,4,Married,Fairly satisfied,1745,4198
British Columbia,2,"(38,43]",High school diploma or certificate,Very important,1,Never Married,Very satisfied,953,1177
British Columbia,2,"(38,43]",High school diploma or certificate,Very important,1,Widowed,Fairly satisfied,728,0
British Columbia,2,"(38,43]",High school diploma or certificate,Very important,4,Married,Not very satisfied,614,0
British Columbia,2,"(38,43]",High school diploma or certificate,Very important,5,Living with a partner,Fairly satisfied,1513,0
British Columbia,2,"(38,43]",Less than high school diploma,Not important at all,2,Never Married,Fairly satisfied,889,3087
British Columbia,2,"(38,43]",Less than high school diploma,Not important at all,5,Married,Very satisfied,2005,0
British Columbia,2,"(38,43]",Less than high school diploma,Very important,4,Never Married,Very satisfied,487,577
British Columbia,2,"(38,43]",Less than high school diploma,Very important,6,Married,Not very satisfied,5580,5777
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,3,Divorced,Fairly satisfied,807,3123
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,3,Divorced,Very satisfied,702,1478
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,3,Married,Very satisfied,1200,2815
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,3,Never Married,Very satisfied,2349,0
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Not important at all,4,Married,Very satisfied,2064,3418
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,2,Living with a partner,Fairly satisfied,642,0
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,4,Living with a partner,Very satisfied,1858,0
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,6,Living with a partner,Very satisfied,2232,2311
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Not very important,6,Married,Very satisfied,5207,0
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,2,Divorced,Very satisfied,151,0
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,2,Married,Very satisfied,1723,4181
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,2,Separated,Very satisfied,942,0
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,3,Married,Very satisfied,919,3077
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,4,Married,Fairly satisfied,1547,0
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,4,Married,Very satisfied,769,931
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,6,Living with a partner,Very satisfied,966,0
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,2,Divorced,Fairly satisfied,462,980
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,2,Divorced,Very satisfied,412,420
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,3,Married,Very satisfied,4504,6000
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,3,Never Married,Very satisfied,3052,2890
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,4,Married,Fairly satisfied,2850,1667
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,4,Married,Very satisfied,2298,1765
British Columbia,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,5,Married,Very satisfied,10382,22530
British Columbia,2,"(38,43]","University certificate, diploma or degree above",Not important at all,3,Married,Very satisfied,4547,5735
British Columbia,2,"(38,43]","University certificate, diploma or degree above",Not important at all,4,Married,Very satisfied,2823,4948
British Columbia,2,"(38,43]","University certificate, diploma or degree above",Not very important,2,Married,Very satisfied,1701,712
British Columbia,2,"(38,43]","University certificate, diploma or degree above",Not very important,2,Never Married,Very satisfied,1770,3027
British Columbia,2,"(38,43]","University certificate, diploma or degree above",Not very important,3,Never Married,Fairly satisfied,2811,0
British Columbia,2,"(38,43]","University certificate, diploma or degree above",Not very important,4,Married,Very satisfied,734,0
British Columbia,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,1,Never Married,Very satisfied,926,2120
British Columbia,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,3,Never Married,Very satisfied,1309,3372
British Columbia,2,"(38,43]","University certificate, diploma or degree above",Very important,2,Married,Very satisfied,2274,0
British Columbia,2,"(38,43]","University certificate, diploma or degree above",Very important,3,Married,Fairly satisfied,945,919
British Columbia,2,"(38,43]","University certificate, diploma or degree above",Very important,4,Married,Very satisfied,2337,1453
British Columbia,2,"(43,48]",Bachelor's degree,Don't know/ Prefer not to answer,1,Never Married,Very satisfied,830,1323
British Columbia,2,"(43,48]",Bachelor's degree,Not important at all,1,Never Married,Fairly satisfied,684,990
British Columbia,2,"(43,48]",Bachelor's degree,Not important at all,2,Living with a partner,Very satisfied,3999,5723
British Columbia,2,"(43,48]",Bachelor's degree,Not important at all,2,Married,Very satisfied,1271,747
British Columbia,2,"(43,48]",Bachelor's degree,Not important at all,3,Married,Very satisfied,925,1201
British Columbia,2,"(43,48]",Bachelor's degree,Not important at all,3,Never Married,Fairly satisfied,1044,1008
British Columbia,2,"(43,48]",Bachelor's degree,Not important at all,4,Married,Very satisfied,4676,3166
British Columbia,2,"(43,48]",Bachelor's degree,Not important at all,5,Married,Fairly satisfied,1547,3733
British Columbia,2,"(43,48]",Bachelor's degree,Not very important,3,Separated,Fairly satisfied,899,1437
British Columbia,2,"(43,48]",Bachelor's degree,Not very important,4,Married,Fairly satisfied,1531,2002
British Columbia,2,"(43,48]",Bachelor's degree,Not very important,5,Married,Fairly satisfied,735,0
British Columbia,2,"(43,48]",Bachelor's degree,Somewhat important,1,Divorced,Very satisfied,734,1782
British Columbia,2,"(43,48]",Bachelor's degree,Somewhat important,1,Never Married,Very satisfied,830,0
British Columbia,2,"(43,48]",Bachelor's degree,Somewhat important,3,Never Married,Very satisfied,1643,0
British Columbia,2,"(43,48]",Bachelor's degree,Somewhat important,4,Living with a partner,Very satisfied,2078,0
British Columbia,2,"(43,48]",Bachelor's degree,Somewhat important,4,Married,Very satisfied,4038,3387
British Columbia,2,"(43,48]",Bachelor's degree,Somewhat important,5,Married,Not very satisfied,1502,0
British Columbia,2,"(43,48]",Bachelor's degree,Very important,1,Never Married,Fairly satisfied,562,0
British Columbia,2,"(43,48]",Bachelor's degree,Very important,1,Never Married,Very satisfied,648,0
British Columbia,2,"(43,48]",Bachelor's degree,Very important,2,Married,Fairly satisfied,585,332
British Columbia,2,"(43,48]",Bachelor's degree,Very important,3,Married,Very satisfied,760,0
British Columbia,2,"(43,48]",Bachelor's degree,Very important,3,Separated,Fairly satisfied,586,1559
British Columbia,2,"(43,48]",Bachelor's degree,Very important,3,Widowed,Fairly satisfied,867,1137
British Columbia,2,"(43,48]",Bachelor's degree,Very important,4,Married,Not very satisfied,4017,4119
British Columbia,2,"(43,48]",Bachelor's degree,Very important,4,Married,Very satisfied,5493,8293
British Columbia,2,"(43,48]",Bachelor's degree,Very important,6,Married,Very satisfied,558,408
British Columbia,2,"(43,48]",High school diploma or certificate,Don't know/ Prefer not to answer,2,Never Married,Don 't know/ Prefer not to answer,1639,1078
British Columbia,2,"(43,48]",High school diploma or certificate,Not important at all,1,Never Married,Very satisfied,1074,820
British Columbia,2,"(43,48]",High school diploma or certificate,Not important at all,2,Never Married,Very satisfied,2513,3638
British Columbia,2,"(43,48]",High school diploma or certificate,Not very important,2,Never Married,Fairly satisfied,887,0
British Columbia,2,"(43,48]",High school diploma or certificate,Not very important,4,Married,Not very satisfied,1291,0
British Columbia,2,"(43,48]",High school diploma or certificate,Somewhat important,4,Married,Very satisfied,1704,0
British Columbia,2,"(43,48]",High school diploma or certificate,Somewhat important,5,Married,Very satisfied,2724,0
British Columbia,2,"(43,48]",High school diploma or certificate,Very important,1,Divorced,Fairly satisfied,351,420
